energy_per_atom,energy_above_hull,total_magnetization,spacegroup_number,crystal_system,HOMO_character,HOMO_energy,LUMO_character,LUMO_energy,gap_AO,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,vpa,gap_expt
-6.463174227,0.0,0.0,14,2,2,-0.338381,2,-0.197497,0.14088399999999998,39.56828,87.2,15.957471944776668,4.0
-27.770656393333336,0.0,0.0,58,3,2,-0.197497,2,-0.197497,0.0,113.35773333333333,127.33333333333333,17.068925522492986,0.9
-18.423023033333333,0.0,0.0,14,2,2,-0.197497,2,-0.197497,0.0,84.24956666666667,126.66666666666667,17.466709785728916,1.15
-18.736602063333333,0.0,0.0,58,3,2,-0.197497,2,-0.197497,0.0,83.63773333333333,128.0,16.872851285176186,0.8
-10.8599447265,0.0,0.0,2,1,2,-0.261676,2,-0.197497,0.06417900000000001,49.20764,110.6,26.320706418799823,1.89
-14.6094313875,0.0,0.0,14,2,2,-0.245806,2,-0.197497,0.04830899999999999,77.34464,119.6,28.0840931418203,1.84
-3.255553921249999,0.0,0.0,19,3,2,-0.295334,2,-0.197497,0.09783699999999998,78.6584,119.75,35.04631340841569,2.6
-2.789183233749998,0.0,0.0,148,5,2,-0.267904,2,-0.197497,0.07040699999999997,113.9087525,134.0,42.525719759444684,2.29
-25.685653831666666,0.0,0.0,14,2,2,-0.261676,2,-0.261676,0.0,99.0722,122.66666666666667,16.42455355363065,1.3
-16.648227780833334,0.0,0.0,14,2,3,-0.210375,3,-0.210375,0.0,69.3522,123.33333333333333,16.246933208037138,1.2
-11.53036466625,0.0,0.0,14,2,2,-0.197497,2,-0.197497,0.0,53.4933,112.0,27.245490775220176,2.4
-3.681262548333331,0.0,0.0,14,2,2,-0.245806,2,-0.197497,0.04830899999999999,93.59535666666666,126.0,33.086959515659245,1.76
-7.014248184047617,0.0,0.0,63,3,2,-0.338381,2,-0.338381,0.0,73.94165714285712,94.76190476190476,16.500355045852732,2.9
-8.438589621333334,0.0,0.0,152,5,2,-0.338381,2,-0.338381,0.0,13.92404,73.2,9.025093638769107,4.89
-6.9027153259090905,0.0,0.0,19,3,2,-0.338381,2,-0.338381,0.0,26.503436363636357,79.0909090909091,12.297347865108826,4.64
-6.22259956586207,0.0,0.002422799999999,9,2,2,-0.295334,2,-0.295334,0.0,88.00473103448276,101.03448275862068,20.7975778944188,3.25
-7.2605540763235314,0.0,0.0,62,3,2,-0.338381,2,-0.338381,0.0,48.70786470588235,83.58823529411765,13.548669491977426,3.64
-7.997103047333334,0.0,0.0,8,2,2,-0.199186,2,-0.136603,0.062583,11.05094,82.4,7.219187621106642,1.64
-8.607139822857143,0.0,0.0,166,5,2,-0.136603,2,-0.136603,0.0,19.96965714285714,89.0,9.236958533151642,1.51
-7.909109577857143,0.0,0.0,166,5,2,-0.136603,2,-0.136603,0.0,13.691394571428573,87.28571428571429,8.71947553509831,3.3
-6.57146058875,0.0,0.0016121999999990002,12,2,2,-0.338381,2,-0.338381,0.0,61.277067499999994,83.875,16.446898835764667,3.76
-8.65751955,0.0,0.0,216,7,2,-0.20608,2,-0.20608,0.0,20.892381,95.5,11.636472162542711,4.2
-5.692399177916666,0.0,0.007840000000000001,15,2,2,-0.295334,2,-0.295334,0.0,100.7177111111111,107.11111111111111,22.593536390955027,2.62
-5.138257249285714,0.0,0.002046,4,2,2,-0.261676,2,-0.261676,0.0,66.86157142857142,112.71428571428571,25.1803666299464,1.8
-4.965200289642858,0.0,0.0,205,7,2,-0.261676,2,-0.261676,0.0,57.86185714285715,125.57142857142857,24.808059028623294,4.13
-4.500037020000001,0.0,0.0,66,3,2,-0.245806,2,-0.245806,0.0,84.659,134.14285714285714,29.622854578357497,3.16
-4.790444660535714,0.0,0.0,70,3,2,-0.261676,2,-0.261676,0.0,70.74614285714286,131.28571428571428,28.68079282928146,3.06
-4.3622841225,0.0,1.4e-06,70,3,2,-0.245806,2,-0.245806,0.0,97.5432857142857,139.85714285714286,33.04310827479193,2.63
-3.4289543554999993,0.0,0.0,62,3,2,-0.197497,2,-0.197497,0.0,83.58604,139.4,23.359817213926387,0.23
-7.977914515211268,0.0,0.0001419,2,1,2,-0.338381,2,-0.338381,0.0,30.33998290140845,93.5774647887324,13.54878474169983,3.1
-5.193258925833333,0.0,0.0014187,29,3,2,-0.261676,2,-0.261676,0.0,76.09003703703704,142.62962962962962,30.104649568975884,2.31
-4.668578166666667,0.0,0.0005821,15,2,2,-0.261676,2,-0.185623,0.07605300000000001,77.1917,135.66666666666666,27.666985449061944,2.2
-6.409304588571429,0.0,0.0,221,7,2,-0.136603,2,-0.136603,0.0,28.884714285714285,102.71428571428571,11.172208156621787,2.64
-6.016490197142858,0.0,0.0,31,3,2,-0.32038,2,-0.32038,0.0,37.083516114285715,89.85714285714286,17.354439384324582,6.89
-5.393291780357144,0.0,0.0,62,3,2,-0.261676,2,-0.261676,0.0,56.879714285714286,122.57142857142857,26.165034714823957,2.34
-5.919708493,0.0,0.0007578,63,3,2,-0.32038,2,-0.180198,0.140182,82.75184,119.4,23.214067732689642,3.71
-7.87621844138889,0.0,5.5800000000000015e-05,14,2,2,-0.338381,2,-0.338381,0.0,31.002666666666666,98.77777777777777,14.232738134364617,5.6
-4.629087092857146,0.0,4e-07,43,3,2,-0.261676,2,-0.261676,0.0,70.95828571428571,131.14285714285714,28.68011817112291,2.3
-4.489435676249999,0.0,0.0029311,40,3,3,-0.202272,3,-0.202272,0.0,87.37112499999999,137.25,27.374391450638807,0.48
-4.8998335425,4.0543124999459224e-05,0.0,129,4,3,-0.202272,1,-0.172056,0.03021600000000002,86.86785079999999,135.5,23.568802455191175,2.3
-6.077961740000002,0.0,0.0,225,7,2,-0.415606,1,-0.118967,0.296639,58.441268799999996,109.66666666666667,20.108967454158524,9.1
-4.967843156,0.0,0.0005559,1,1,2,-0.261676,2,-0.261676,0.0,54.1803,120.9,24.164979824809052,3.23
-5.153257021,0.0,0.0,1,1,2,-0.261676,2,-0.261676,0.0,49.72485,120.0,23.28189849778162,3.75
-4.841396525,0.0,0.0,31,3,2,-0.261676,2,-0.261676,0.0,53.3895,119.83333333333333,23.178938825602575,3.54
-4.251933381250001,0.0,0.0,62,3,2,-0.149882,2,-0.149882,0.0,94.20233333333333,151.66666666666666,30.886355284410854,1.0
-4.030674986249998,0.0,0.0,26,3,2,-0.261676,1,-0.205137,0.056539000000000006,100.51175,139.25,28.758419351607518,1.93
-7.396088237142857,0.0,0.003627,15,2,2,-0.338381,2,-0.338381,0.0,34.040459428571424,88.14285714285714,13.954988138782612,3.97
-6.719983274090908,0.0,0.0004572,15,2,2,-0.338381,2,-0.226594,0.111787,58.05134272727273,101.95454545454545,17.209571770714046,3.81
-8.01095180375,0.0,0.0016843,14,2,2,-0.338381,2,-0.338381,0.0,22.397898079999997,87.1875,12.119011314323766,4.78
-6.25711068,0.0,0.0,225,7,2,-0.338381,1,-0.118967,0.219414,76.6632,140.5,21.726787602501958,4.8
-5.192237241111111,0.0,0.0011044,1,1,2,-0.267904,2,-0.267904,0.0,52.40876,94.55555555555556,17.869965545898474,1.97
-4.502345601818177,0.0,0.0,194,6,1,-0.233471,1,-0.233471,0.0,30.23686,58.63636363636363,10.41515317221785,3.44
-5.35775155,0.0,0.0,225,7,2,-0.261676,1,-0.118967,0.14270900000000003,84.696,160.0,33.563100590116306,3.88
-4.99120499,0.0,0.0,225,7,2,-0.245806,1,-0.118967,0.12683899999999998,108.14349999999999,167.5,37.04665630366943,3.58
-4.569430252083339,0.0,0.0,62,3,2,-0.153293,2,-0.153293,0.0,64.49933333333333,145.66666666666666,29.728182838564063,1.3
-6.7413082110000015,0.0006460229999980001,3.54e-05,74,3,2,-0.338381,2,-0.338381,0.0,60.80703999999999,110.4,14.710169950504223,3.1
-4.534715075000001,0.0,0.0,225,7,2,-0.226594,1,-0.118967,0.10762699999999999,132.4635,176.5,44.54707893470396,3.4
-8.423906982,4.098999996848818e-05,0.0,160,5,2,-0.338381,3,-0.17001,0.168371,46.638439999999996,114.6,13.12712981316802,3.1
-5.14430216625,0.0,0.0,63,3,2,-0.261676,1,-0.222725,0.03895100000000001,62.69285,127.0,20.15788291439218,3.9
-6.7963116155000005,0.0,0.0,206,7,2,-0.266297,1,-0.205744,0.060552999999999996,11.0099892,86.0,6.7109160114720225,3.8
-7.4465427375,0.0,0.0,186,6,2,-0.338381,1,-0.205744,0.13263699999999998,12.505790999999999,81.0,6.877558222029522,10.39
-5.24613759,0.0,0.0,216,7,2,-0.261676,1,-0.205744,0.05593200000000001,20.538590999999997,100.5,14.440360524218926,4.17
-4.6470500349999995,0.0,0.0,216,7,2,-0.245806,1,-0.205744,0.040061999999999987,43.986090999999995,108.0,17.252886500826044,4.0
-4.011721319999999,0.0,0.0,216,7,2,-0.226594,1,-0.205744,0.02084999999999998,68.306091,117.0,22.70025492140705,2.89
-7.761456030735296,0.0,0.0,14,2,2,-0.338381,2,-0.180198,0.158183,52.813741176470586,91.17647058823529,13.93833179915932,2.9
-7.0030893215625,0.0,0.0002679,33,3,2,-0.338381,2,-0.338381,0.0,63.7460625,87.75,13.466530322794522,3.42
-5.203243615526315,0.0,0.0,19,3,2,-0.338381,2,-0.267904,0.07047700000000001,59.661625263157894,90.0,15.640153460469357,3.3
-6.991582082631578,0.0,0.0010275,2,1,2,-0.338381,2,-0.245806,0.09257499999999999,51.35752631578947,89.57894736842105,14.641942700767292,3.15
-6.166517542000003,0.0,0.0,14,2,2,-0.338381,2,-0.180198,0.158183,93.1918,98.8,16.396031165898382,2.86
-28.6359473035,0.0,0.0,62,3,2,-0.261676,2,-0.180198,0.08147800000000002,102.83116,122.2,25.864053105665306,1.25
-32.421922572,0.0,0.0,166,5,2,-0.245806,2,-0.180198,0.065608,130.96815999999998,131.2,30.35556609695891,0.35
-36.776743937999996,0.0,0.0,166,5,2,-0.226594,2,-0.180198,0.04639599999999999,150.42416,138.4,34.24773748285226,0.3
-38.925645087999996,0.0,0.0,166,5,2,-0.226594,2,-0.180198,0.04639599999999999,160.15216,142.0,36.35335213280672,0.25
-5.600263829565219,0.0,0.0,5,2,2,-0.338381,2,-0.180198,0.158183,76.16705370434784,86.65217391304348,14.675415422447857,4.05
-6.9620445675,6.90296428560444e-05,0.0006495,64,3,2,-0.338381,2,-0.338381,0.0,70.14128571428571,91.71428571428571,16.081669098568064,3.2
-3.37273185625,0.0,0.0,14,2,2,-0.295334,2,-0.180198,0.11513599999999999,112.1731,127.0,43.21852650941956,2.66
-5.047113350000004,0.0,0.0,129,4,2,-0.295334,2,-0.180198,0.11513599999999999,101.62793333333333,111.33333333333333,21.584349549488156,2.92
-5.257924419999999,0.0,0.0,129,4,2,-0.32038,2,-0.180198,0.140182,86.81093333333332,105.33333333333333,18.930964230959734,3.46
-2.88190495625,0.0,0.0,148,5,2,-0.267904,2,-0.180198,0.08770599999999998,147.4234525,141.25,45.97648704157904,1.8
-7.13107792868421,0.0,0.0007417,9,2,2,-0.338381,2,-0.338381,0.0,58.710236105263164,89.42105263157895,15.528485756924555,3.7
-7.263834321666667,0.0,0.0,14,2,2,-0.338381,2,-0.338381,0.0,50.658626999999996,86.5,12.248365538318664,3.85
-5.549365916,0.0,0.0,63,3,2,-0.32038,2,-0.180198,0.140182,96.72644,105.6,20.49552390200156,2.45
-4.108052325833337,0.0,0.0,62,3,2,-0.261676,2,-0.180198,0.08147800000000002,106.98313333333333,124.33333333333333,28.59384415240915,1.88
-24.963792220000002,0.0,0.0,62,3,2,-0.261676,2,-0.180198,0.08147800000000002,92.16613333333333,118.33333333333333,27.092671370803874,1.89
-3.489545913333335,0.0,0.0,156,5,2,-0.226594,2,-0.180198,0.04639599999999999,154.49495666666667,141.66666666666666,40.28688211974738,0.46
-6.324636518055556,0.0,0.0,14,2,2,-0.338381,2,-0.338381,0.0,49.62038888888889,83.66666666666667,13.88514619856214,3.62
-3.371722473875,0.0,0.069222899999999,15,2,2,-0.295334,2,-0.295334,0.0,66.32534,111.2,36.062302478121,3.7
-6.365616106785713,0.0,0.0,15,2,2,-0.338381,2,-0.180198,0.158183,74.57662857142859,105.14285714285714,17.59224986600088,3.08
-7.309648448554218,0.0,0.0011155,32,3,2,-0.338381,2,-0.338381,0.0,29.44404096385542,90.96385542168674,11.756706158494193,5.47
-3.782338068999999,0.0,0.0,36,3,2,-0.197497,2,-0.197497,0.0,68.48204000000001,146.8,25.547983892331853,0.95
-10.031135463333333,0.0,0.0,225,7,2,-0.149882,1,-0.141411,0.008470999999999979,50.931999999999995,157.33333333333334,30.941127271991686,1.0
-7.543545453,0.0,4.299999999999999e-06,14,2,2,-0.338381,2,-0.338381,0.0,34.2868312,105.7,12.54995647300264,3.68
-8.15104167,0.0,0.0,225,7,2,-0.153293,1,-0.141411,0.011882000000000004,36.0805,154.33333333333334,30.722802648708353,1.9
-3.320879080833331,0.0,0.0,62,3,2,-0.14445,1,-0.141411,0.003038999999999986,66.28866666666666,163.66666666666666,32.06722056540169,0.9
-5.188369027500001,0.0,0.0,62,3,2,-0.261676,2,-0.261676,0.0,46.73228571428571,130.14285714285714,26.924096912818985,2.32
-8.834197172749999,0.0,0.0,206,7,2,-0.266297,1,-0.141411,0.124886,29.64948,134.0,18.68514943782586,1.55
-21.863812456086954,0.0,0.0,38,3,2,-0.338381,2,-0.180198,0.158183,70.52985217391303,106.52173913043478,16.276534477189017,2.76
-7.630002559444449,0.0,0.0,8,2,2,-0.338381,2,-0.338381,0.0,21.989777955555553,99.05555555555556,12.632716939204965,6.53
-7.777311744285714,0.0,0.0,221,7,2,-0.136603,2,-0.136603,0.0,14.992,97.14285714285714,10.125407845580183,4.5
-8.652371013333333,0.0,1e-06,225,7,2,-0.415606,1,-0.141411,0.27419499999999997,26.024935466666665,96.66666666666667,13.986330735270302,9.92
-3.5789529633333332,0.0,0.0,164,5,2,-0.267904,1,-0.141411,0.12649299999999997,97.96231333333333,151.33333333333334,42.69061654203818,5.98
-7.72367433,0.0,0.0,164,5,2,-0.266297,1,-0.175427,0.09087,23.34028,120.0,13.125395274862717,3.25
-6.7827998350000005,0.0,0.0,225,7,2,-0.338381,1,-0.141411,0.19696999999999998,28.038700000000002,121.0,13.885533501816138,6.97
-9.97225439,0.0,0.0,225,7,2,-0.261676,1,-0.141411,0.12026500000000001,36.0715,140.5,23.207028765263633,6.0
-7.859733321904762,0.0,0.0010722,148,5,2,-0.338381,2,-0.338381,0.0,30.663038095238097,89.04761904761905,12.80207823336759,4.59
-4.662965517777778,0.0,0.001627999999999,62,3,2,-0.245806,2,-0.245806,0.0,90.4554,141.22222222222223,30.528080588190342,1.39
-5.066465223888889,0.0,0.0013024,62,3,2,-0.261676,2,-0.261676,0.0,79.29804444444443,136.11111111111111,28.12521368412666,2.38
-4.630743704999999,0.0,0.006820899999999,62,3,2,-0.245806,2,-0.245806,0.0,105.35082222222222,144.44444444444446,31.319647503026815,2.21
-5.143516521071429,0.0,0.0,14,2,2,-0.261676,2,-0.261676,0.0,67.51957142857142,138.85714285714286,27.911106748787855,2.55
-4.640931476666667,0.0,0.0001726,62,3,2,-0.245806,2,-0.245806,0.0,95.65966666666665,143.44444444444446,31.203348256530962,2.51
-4.678441392678572,0.000180039464286,0.016887,14,2,2,-0.245806,2,-0.245806,0.0,94.31671428571428,147.42857142857142,31.991705043534093,1.63
-6.183283202222222,1.3269444441021962e-05,14.0000402,2,1,2,-0.245806,2,-0.245806,0.0,99.603,149.77777777777777,30.477162791031542,1.87
-4.551202924375001,0.0,0.0,62,3,2,-0.261676,2,-0.261676,0.0,79.446125,135.875,28.460602964529553,2.4
-4.920540953194442,0.0,0.0,61,3,2,-0.261676,2,-0.261676,0.0,73.84611111111111,137.66666666666666,28.359647364635144,2.47
-4.984105758888889,0.0,0.0049593,36,3,2,-0.261676,2,-0.261676,0.0,84.3086,138.33333333333334,28.266470761379242,1.55
-4.564566886666666,0.0,0.0094859,36,3,2,-0.245806,2,-0.245806,0.0,100.67022222222221,145.66666666666666,31.33313910415113,1.92
-8.765689566,0.0,2.85e-05,225,7,2,-0.338381,3,-0.182464,0.155917,59.655419200000004,116.6,14.37159044723548,4.19
-5.137300234444444,0.0,0.0008188,2,1,4,-0.21776,4,-0.21776,0.0,98.83744444444444,150.0,30.94478866272705,2.27
-8.529448252,0.0,0.0,225,7,4,-0.21776,4,-0.21776,0.0,70.195828,119.4,16.164624337344023,3.02
-4.752102440714286,0.0,0.0,14,2,2,-0.245806,2,-0.245806,0.0,101.31485714285714,149.85714285714286,33.35141854467021,1.9
-4.6776841890625,0.0,0.024863999999999,19,3,2,-0.245806,2,-0.245806,0.0,98.5205,146.125,31.875802237718176,1.8
-7.89024051,0.0,9.199999999999997e-06,225,7,2,-0.338381,1,-0.290497,0.04788399999999998,66.641628,113.8,14.817176644031985,4.17
-6.415487939,0.0,0.0014834,165,5,2,-0.338381,2,-0.338381,0.0,73.43576,111.53333333333333,17.056007332094307,2.3
-5.6058713928,0.0,0.0043887,60,3,2,-0.261676,2,-0.261676,0.0,54.95664192,125.48,25.870104450156454,3.28
-5.5965540928,0.0,0.0030831,60,3,2,-0.261676,2,-0.261676,0.0,55.337361920000006,125.24,25.688544208822307,3.3
-6.3640654425,0.0,14.2239395,60,3,2,-0.261676,2,-0.261676,0.0,54.53664192,125.8,25.912170692740627,3.41
-5.313881547777779,0.0,0.0,62,3,2,-0.261676,2,-0.261676,0.0,71.66066666666666,143.33333333333334,28.31959854313243,3.0
-5.6009868106,0.0,0.0170423,60,3,2,-0.261676,2,-0.261676,0.0,55.15106752,125.48,25.787872870152288,3.3
-7.412953472199999,0.0,0.0040609,14,2,2,-0.338381,2,-0.338381,0.0,40.86009792,96.52,14.975314584040722,3.87
-8.456570545333333,0.0,0.0013754,164,5,2,-0.338381,3,-0.182464,0.155917,62.811757333333325,114.66666666666667,14.151993863164806,4.28
-7.45357233,0.0,0.0003094,29,3,2,-0.338381,2,-0.32038,0.01800099999999999,41.19701682352941,101.6470588235294,17.455117179811744,6.89
-5.097484278333334,0.0,0.0005958,15,2,2,-0.261676,2,-0.261676,0.0,73.32966666666665,138.16666666666666,30.36824696476164,2.4
-5.9302675391071435,0.0,0.13156,14,2,2,-0.245806,2,-0.245806,0.0,106.03691142857143,147.5,29.673833063261306,1.6
-8.234936043333333,0.0,0.0008309,164,5,2,-0.338381,1,-0.222725,0.11565599999999998,65.55009066666666,113.4,14.207125894163488,4.32
-5.610727216500001,0.0,0.021786399999999,60,3,4,-0.256311,4,-0.256311,0.0,54.67066992,125.64,25.962951919657783,3.37
-5.360265559090906,0.0,1e-07,44,3,2,-0.245806,2,-0.245806,0.0,108.79445999999999,153.72727272727272,32.38976955647878,1.96
-4.7086236707,0.0,0.036597399999999,19,3,2,-0.245806,2,-0.245806,0.0,102.50808,147.36,32.69615981604411,1.52
-12.990884785,0.0,0.0,225,7,2,-0.245806,1,-0.141411,0.10439499999999999,59.519,148.0,26.204374410882224,4.87
-6.866365996500008,0.0,0.0,62,3,2,-0.338381,2,-0.338381,0.0,41.357240000000004,102.6,12.440285609619917,4.4
-18.14527302,0.0,0.0,225,7,2,-0.226594,1,-0.141411,0.08518299999999998,83.839,157.0,32.64081143972866,4.3
-11.558159992857142,0.0,0.0,82,4,2,-0.261676,2,-0.261676,0.0,54.302428571428564,115.42857142857143,22.849394184942522,3.4
-2.509895043875,0.0,3.3600000000000004e-05,142,4,2,-0.197497,2,-0.197497,0.0,97.41524,134.0,27.056834381992605,0.24
-15.78700092075,0.0,1e-07,137,4,2,-0.20608,1,-0.204228,0.0018520000000000203,79.8361048,129.2,23.92282345203732,0.5
-2.677127601944445,0.0,0.0,205,7,2,-0.197497,2,-0.197497,0.0,93.24435555555556,130.44444444444446,28.82314493194299,1.88
-2.837049788333333,0.0,0.0,205,7,2,-0.20608,2,-0.20608,0.0,83.47816933333333,127.77777777777777,27.102161569524995,2.19
-13.721027008333333,0.0,0.0,205,7,2,-0.20608,2,-0.20608,0.0,68.66116933333333,121.77777777777777,25.500984764749354,2.17
-2.345136459166667,0.0,0.0,205,7,2,-0.185623,2,-0.185623,0.0,119.31971222222222,141.22222222222223,35.650813037978686,1.83
-4.063761334687499,0.0,0.0,33,3,2,-0.261676,2,-0.261676,0.0,66.13092499999999,121.75,22.814774801571026,2.32
-3.4946494083333333,0.0,0.0,98,4,2,-0.197497,2,-0.197497,0.0,87.41806666666666,127.33333333333333,25.444131058018346,1.0
-4.916808127,0.0,0.0020079,11,2,2,-0.32038,1,-0.204228,0.116152,77.76863999999999,105.2,20.2587553572604,3.08
-2.637468251666668,0.00030280833333200003,0.0,186,6,2,-0.295334,1,-0.204228,0.09110599999999999,90.73966666666666,128.0,30.165956564103407,4.47
-12.07780401,0.0,0.0,166,5,2,-0.32038,1,-0.204228,0.116152,61.10566666666667,116.0,26.223709909396604,5.7
-4.44150525125,0.0,0.0,31,3,3,-0.202272,3,-0.202272,0.0,55.050374999999995,118.5,19.79165583379519,2.05
-4.0414925175,0.0,0.000117899999999,121,4,3,-0.202272,3,-0.202272,0.0,78.497875,126.0,23.90248697639178,1.2
-4.3697624525,0.0,7.499999999999998e-06,121,4,3,-0.202272,3,-0.202272,0.0,60.809124999999995,120.875,21.67502644288781,1.37
-11.243246936666667,0.0,0.0,225,7,2,-0.415606,1,-0.204228,0.21137799999999998,50.135935466666666,86.0,13.12956689243795,6.0
-3.807197972499999,0.0,0.0,122,4,2,-0.197497,2,-0.197497,0.0,83.72354999999999,125.5,25.300632278835497,0.61
-13.14611110625,0.0,0.0,122,4,2,-0.20608,2,-0.20608,0.0,61.749630999999994,119.5,22.47666127988329,1.65
-2.009375123636363,0.0,0.0007281999999990001,4,2,2,-0.197497,2,-0.197497,0.0,142.9301890909091,133.27272727272728,37.14150271774263,1.45
-2.397100383529412,0.0,6.2e-06,205,7,2,-0.197497,2,-0.197497,0.0,123.23890588235294,125.41176470588235,30.141712924940943,1.89
-2.162788577333332,0.00030678777777800003,0.0,160,5,2,-0.267904,1,-0.204228,0.06367599999999998,122.07331333333333,140.66666666666666,38.69200182703454,3.8
-4.300136945,0.0,3e-07,225,7,2,-0.338381,1,-0.204228,0.134153,64.2052,105.0,13.16085097318824,2.3
-12.884365425,7.420833334492727e-07,0.0,92,4,2,-0.20608,2,-0.20608,0.0,58.119507999999996,119.33333333333333,23.09821974368596,2.13
-11.34340112,0.0,0.0,14,2,2,-0.20608,2,-0.20608,0.0,47.2612096,114.4,20.65729492424614,1.05
-14.8461208475,0.0,0.0,186,6,2,-0.261676,1,-0.204228,0.05744800000000003,72.238,124.5,25.509731195687145,2.5
-23.001521559375,0.0,0.0,61,3,2,-0.185623,2,-0.185623,0.0,117.0855,141.5,29.462455964710315,0.57
-3.065567027500002,0.0,0.0,186,6,2,-0.245806,1,-0.204228,0.041578000000000004,95.68549999999999,132.0,28.993695594163686,1.75
-4.038069480000001,0.0,0.0,122,4,2,-0.197497,2,-0.197497,0.0,72.584925,123.25,24.01342622295581,1.5
