,gap_expt,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,mean_row,mean_group,mean_atomic_mass,mean_atomic_radius,mean_boiling_point,mean_melting_point,mean_MendeleevNumber,mean_AtomicWeight,mean_MeltingT,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,MagpieData mean NdValence,mean_NfValence,mean_NValence,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber
11,0.18,3.0,46.0,-0.160771,3.0,46.0,-0.160771,0.0,3.8,12.8,70.83104,1.16,1657.28,881.5020000000001,73.2,70.83104,881.5020000000001,112.2,2.588,1.2,1.6,6.0,0.0,8.8,0.4,0.8,0.0,0.0,1.2,13.056000000000001,0.0,0.0,139.8
12,0.0,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.375,14.0,57.815475,1.0437500000000002,1069.1,626.74875,78.375,57.815475,626.74875,102.25,2.71625,1.625,2.375,5.0,0.0,9.0,0.375,1.375,0.0,0.0,1.75,13.448125,0.0,0.0,111.125
13,0.0,1.0,47.0,-0.157407,1.0,47.0,-0.157407,0.0,5.0,10.75,107.50615,1.5500000000000003,2635.25,1383.21,64.25,107.50615,1383.21,143.5,1.9975,0.75,0.0,10.0,0.0,10.75,0.75,0.0,0.0,0.0,0.75,15.849999999999998,0.0,0.0,225.0
14,0.0,3.0,44.0,-0.210375,3.0,44.0,-0.210375,0.0,3.5,13.125,61.084025,1.0625,1511.1,816.37375,74.875,61.084025,816.37375,105.625,2.71875,1.5,2.0,4.625,0.0,8.125,0.5,1.0,0.375,0.0,1.875,12.364999999999998,0.0,0.0,114.625
15,1.4,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.5,14.0,63.52015583333334,1.0833333333333333,1097.8,574.1916666666667,78.58333333333333,63.52015583333334,574.1916666666667,105.0,2.7458333333333336,1.5833333333333333,2.4166666666666665,5.0,0.0,9.0,0.4166666666666667,1.0833333333333333,0.0,0.0,1.5,14.941249999999998,0.08850000000000001,0.0,105.08333333333333
16,0.0,1.0,47.0,-0.157407,1.0,47.0,-0.157407,0.0,4.636363636363637,13.0,97.54694,1.4545454545454546,1763.230909090909,926.8118181818182,74.81818181818181,97.54694,926.8118181818182,136.63636363636363,2.180909090909091,1.3636363636363635,1.6363636363636365,8.181818181818182,0.0,11.181818181818182,0.6363636363636364,0.5454545454545454,0.0,0.0,1.1818181818181819,22.90125,0.5934545454545455,0.0,167.54545454545453
17,1.0,2.0,16.0,-0.261676,2.0,16.0,-0.261676,0.0,4.071428571428571,13.428571428571429,73.02778571428571,1.3107142857142857,1588.5157142857145,861.7621428571429,76.21428571428571,73.02778571428571,861.7621428571429,126.0,2.2264285714285714,1.5,1.9285714285714286,5.714285714285714,0.0,9.142857142857142,0.5,1.0714285714285714,0.0,0.0,1.5714285714285714,20.800446428571426,0.9437142857142857,0.0,154.35714285714286
18,1.0,2.0,34.0,-0.245806,2.0,34.0,-0.245806,0.0,4.5,13.428571428571429,93.12564285714286,1.375,1691.4285714285713,907.0364285714286,76.64285714285714,93.12564285714286,907.0364285714286,132.42857142857142,2.2135714285714285,1.5,1.9285714285714286,10.0,0.0,13.428571428571429,0.5,1.0714285714285714,0.0,0.0,1.5714285714285714,20.857499999999998,0.34242857142857147,0.0,130.35714285714286
19,0.0,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.1052631578947367,14.105263157894736,49.740921052631585,0.9710526315789475,953.3978947368422,490.018947368421,78.63157894736842,49.740921052631585,490.018947368421,95.36842105263158,2.8626315789473686,1.631578947368421,2.473684210526316,3.6842105263157894,0.0,7.7894736842105265,0.3684210526315789,1.3157894736842106,0.0,0.0,1.6842105263157894,12.064934210526316,0.33878947368421053,0.0,100.05263157894737
20,1.18,2.0,16.0,-0.261676,2.0,16.0,-0.261676,0.0,4.133333333333334,13.2,75.19837333333334,1.3366666666666667,1792.0146666666667,894.7333333333333,75.13333333333334,75.19837333333334,894.7333333333333,127.33333333333333,2.195333333333333,1.4666666666666666,1.7333333333333334,6.0,0.0,9.2,0.5333333333333333,1.0666666666666667,0.0,0.0,1.6,20.55775,0.9063333333333332,0.0,163.0
21,0.71,2.0,34.0,-0.245806,2.0,34.0,-0.245806,0.0,4.6,13.2,97.02770666666667,1.41,1873.5333333333333,889.9013333333334,75.6,97.02770666666667,889.9013333333334,134.6,2.1799999999999997,1.4666666666666666,1.7333333333333334,10.0,0.0,13.2,0.5333333333333333,1.0666666666666667,0.0,0.0,1.6,21.296333333333333,0.31960000000000005,0.0,135.0
22,0.0,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.72,13.88,79.664264,1.1520000000000001,1243.4160000000002,566.9764,78.12,79.664264,566.9764,107.24,2.7188,1.64,2.24,5.2,2.24,11.32,0.36,1.6,0.0,0.0,1.96,14.746799999999999,0.0,0.0,122.76
23,0.0,2.0,53.0,-0.267904,2.0,53.0,-0.267904,0.0,3.7,13.6,68.54967350000001,1.1549999999999998,1464.0,718.1210000000001,76.75,68.54967350000001,718.1210000000001,110.6,2.5785,1.55,2.05,6.0,0.0,9.6,0.45,1.25,0.0,0.0,1.7,15.441749999999995,0.09140000000000001,0.0,131.75
24,1.4,2.0,34.0,-0.245806,2.0,33.0,-0.197497,0.04830899999999999,4.25,14.5,85.17745,1.2625,1309.5,828.2325000000001,81.75,85.17745,828.2325000000001,126.0,2.3025,1.75,2.75,10.0,0.0,14.5,0.25,1.75,0.0,0.0,2.0,22.58625,0.3995,0.0,104.75
25,0.0,1.0,79.0,-0.162334,1.0,79.0,-0.162334,0.0,5.75,11.0,174.69197675,1.4125,2955.5,1311.73,65.75,174.69197675,1311.73,138.25,2.3875,1.0,0.0,10.0,10.5,21.5,1.0,0.0,0.0,0.0,1.0,16.607499999999998,0.0,0.0,225.0
26,1.7,2.0,16.0,-0.261676,2.0,16.0,-0.261676,0.0,3.5,15.2,57.1186124,1.1199999999999999,967.9220000000001,474.409,84.5,57.1186124,474.409,113.7,2.3810000000000002,1.9,3.3,2.0,1.4,8.6,0.1,2.1,0.0,0.0,2.2,24.91417261904,1.6461999999999999,0.0,66.1
27,1.4,2.0,34.0,-0.245806,2.0,34.0,-0.245806,0.0,4.1,15.2,85.25561239999999,1.21,1112.0,537.793,85.1,85.25561239999999,537.793,122.7,2.363,1.9,3.3,8.0,1.4,14.6,0.1,2.1,0.0,0.0,2.2,24.99404761904,0.8044,0.0,32.5
28,1.2,2.0,16.0,-0.261676,2.0,83.0,-0.180198,0.08147800000000002,4.333333333333333,14.666666666666666,103.37393333333334,1.3333333333333333,1407.9350000000002,590.8366666666667,82.66666666666667,103.37393333333334,590.8366666666667,125.66666666666667,2.3366666666666664,1.8333333333333333,2.8333333333333335,5.0,4.666666666666667,14.333333333333334,0.16666666666666666,2.1666666666666665,0.0,0.0,2.3333333333333335,25.791770833333334,1.101,0.0,112.0
29,0.13,2.0,34.0,-0.245806,2.0,83.0,-0.180198,0.065608,4.833333333333333,14.666666666666666,126.82143333333335,1.4083333333333332,1528.0,643.6566666666666,83.16666666666667,126.82143333333335,643.6566666666666,133.16666666666666,2.3216666666666668,1.8333333333333333,2.8333333333333335,10.0,4.666666666666667,19.333333333333332,0.16666666666666666,2.1666666666666665,0.0,0.0,2.3333333333333335,25.858333333333334,0.3995,0.0,84.0
30,0.9,2.0,16.0,-0.261676,2.0,83.0,-0.180198,0.08147800000000002,4.25,14.5,95.24465000000001,1.3,1426.935,639.0125,81.75,95.24465000000001,639.0125,125.75,2.2775,1.75,2.75,5.0,3.5,13.0,0.25,1.75,0.0,0.0,2.0,25.213437499999998,1.101,0.0,94.25
31,0.34,2.0,34.0,-0.245806,2.0,83.0,-0.180198,0.065608,4.75,14.5,118.69215,1.375,1547.0,691.8325,82.25,118.69215,691.8325,133.25,2.2625,1.75,2.75,10.0,3.5,18.0,0.25,1.75,0.0,0.0,2.0,25.28,0.3995,0.0,66.25
32,2.52,2.0,35.0,-0.295334,1.0,47.0,-0.157407,0.137927,4.5,14.0,93.8861,1.375,1383.5,750.365,80.0,93.8861,750.365,132.5,2.445,1.5,2.5,10.0,0.0,14.0,0.5,0.5,0.0,0.0,1.0,22.905,0.7285,0.0,144.5
33,0.0,2.0,7.0,-0.266297,2.0,7.0,-0.266297,0.0,2.75,14.0,37.471250000000005,0.8875,1725.6399999999999,1288.1950000000002,77.75,37.471250000000005,1293.9450000000002,89.5,2.7399999999999998,1.75,2.25,2.5,0.0,6.5,0.25,2.25,0.0,0.0,2.5,11.4609375,2.73325,0.0,156.25
34,5.13,3.0,47.0,-0.298706,1.0,47.0,-0.157407,0.14129900000000004,4.0,14.0,71.6606,1.3,1337.055,703.265,79.5,71.6606,703.265,123.5,2.545,1.5,2.5,5.0,0.0,9.0,0.5,0.5,0.0,0.0,1.0,20.41375,1.2465,0.0,144.5
35,2.8,3.0,47.0,-0.298706,1.0,47.0,-0.157407,0.14129900000000004,3.5,14.0,63.4333016,1.05,1260.015,644.23,79.0,63.4333016,644.215,101.0,2.955,1.5,2.5,5.0,0.0,9.0,0.5,0.5,0.0,0.0,1.0,13.018749999999999,0.985,0.0,120.0
36,0.0,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.0,14.6,45.70128,0.93,1159.72,522.146,81.0,45.70128,522.146,92.6,2.852,1.8,2.8,4.0,0.0,8.6,0.2,2.0,0.0,0.0,2.2,13.329999999999998,0.0766,0.0,97.2
37,1.57,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,3.5,13.5,61.9338,1.1,1262.6,644.865,76.0,61.9338,644.865,105.5,2.685,1.5,2.0,5.0,0.0,8.5,0.5,1.0,0.0,0.0,1.5,12.7175,0.0,0.0,118.5
38,1.47,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.125,14.75,35.779664374999996,1.0375,667.8125,374.651875,81.875,35.779664374999996,374.651875,109.375,2.17375,1.9375,2.8125,0.625,0.0,5.375,0.0625,2.8125,0.0,0.0,2.875,22.18022321425,1.5234375,0.0,15.9375
39,1.5,2.0,53.0,-0.267904,2.0,53.0,-0.267904,0.0,3.0714285714285716,15.428571428571429,52.78544357142857,0.8999999999999998,561.0714285714286,336.9092857142858,85.57142857142857,52.78544357142857,336.9092857142858,92.5,3.0764285714285715,1.7857142857142858,3.642857142857143,3.5714285714285716,0.0,9.0,0.07142857142857142,1.5,0.0,0.0,1.5714285714285714,17.266428571428573,0.22757142857142856,0.0,53.57142857142857
40,0.0,3.0,46.0,-0.160771,3.0,46.0,-0.160771,0.0,3.5,13.25,61.57175,1.05,1462.85,793.145,75.25,61.57175,793.145,104.0,2.7525,1.25,2.0,5.0,0.0,8.25,0.25,1.0,0.0,0.0,1.25,12.2375,0.0,0.0,118.5
41,0.0,1.0,78.0,-0.161308,1.0,78.0,-0.161308,0.0,5.75,10.25,173.28005,1.4125,3682.25,1839.7825000000003,63.5,173.28005,1839.7825000000003,138.25,2.1925,1.0,0.0,9.25,10.5,20.75,1.0,0.0,0.75,0.0,1.75,15.3475,0.0,0.0,225.0
42,0.18,3.0,47.0,-0.298706,3.0,47.0,-0.298706,0.0,2.6666666666666665,15.166666666666666,33.98846666666667,0.8333333333333334,585.6116666666667,307.08166666666665,83.5,33.98846666666667,307.08166666666665,85.66666666666667,3.045,1.8333333333333333,3.3333333333333335,1.6666666666666667,0.0,6.833333333333333,0.16666666666666666,1.6666666666666667,0.0,0.0,1.8333333333333333,13.089479166666665,0.367,0.0,57.166666666666664
43,0.8,2.0,52.0,-0.226594,2.0,33.0,-0.197497,0.029096999999999984,4.75,14.5,109.49745,1.3875000000000002,1461.0,942.5625,82.25,109.49745,942.5625,135.0,2.0775,1.75,2.75,10.0,0.0,14.5,0.25,1.75,0.0,0.0,2.0,27.007916666649997,0.232,0.0,173.75
44,0.0,1.0,28.0,-0.210764,1.0,28.0,-0.210764,0.0,3.1714285714285713,11.285714285714286,38.634386817142854,1.147142857142857,3580.342857142857,1953.699142857143,65.74285714285715,38.634386817142854,1953.299142857143,107.91428571428571,1.9534285714285715,2.0,0.42857142857142855,4.571428571428571,0.0,7.0,0.0,2.142857142857143,1.1428571428571428,0.0,3.2857142857142856,9.237,0.6095999999999999,0.34022554285714285,201.4
45,0.0,2.0,16.0,-0.261676,2.0,16.0,-0.261676,0.0,3.2857142857142856,13.857142857142858,38.94690551428572,1.1357142857142857,1719.3542857142857,848.9871428571429,78.14285714285714,38.94690551428572,848.9871428571429,112.71428571428571,2.25,2.0,2.4285714285714284,2.2857142857142856,0.0,6.714285714285714,0.0,1.8571428571428572,0.5714285714285714,0.0,2.4285714285714284,20.038214285714282,1.2582857142857142,0.17011277142857145,136.42857142857142
46,1.6,1.0,48.0,-0.204228,1.0,48.0,-0.204228,0.0,4.99,14.0,119.549152693,1.47375,1162.255,661.0418500000001,79.99,119.549152693,661.0418500000001,140.89,1.8943500000000002,2.0,2.0,9.95,0.0,13.95,0.0,1.03,0.0,0.0,1.03,27.0980749999835,0.22968000000000002,0.0,173.225
47,2.27,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.495,14.0,50.134673692999996,1.14975,1515.075,313.2578,78.495,50.134673692999996,313.2578,114.495,1.999,2.0,2.0,4.95,0.0,8.95,0.0,4.0,0.0,0.0,4.0,20.7019815476,0.8125,0.0,33.805
48,1.3,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.99,14.0,72.456698693,1.2734999999999999,1449.7350000000001,376.04359999999997,78.99000000000001,72.456698693,376.04359999999997,124.39500000000001,1.98415,2.0,2.0,4.95,0.0,8.95,0.0,4.0,0.0,0.0,4.0,23.376219047600003,0.8125,0.0,70.92999999999999
49,1.37,1.0,48.0,-0.204228,1.0,48.0,-0.204228,0.0,4.95,14.0,117.72376346499999,1.46875,1209.275,671.4492499999999,79.95,117.72376346499999,671.4492499999999,140.45,1.89175,2.0,2.0,9.75,0.0,13.75,0.0,1.15,0.0,0.0,1.15,26.973708333317497,0.2204,0.0,174.125
50,1.6,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.925,14.0,69.116690395,1.22125,1705.625,743.7470000000001,78.925,69.116690395,743.7470000000001,120.425,1.98,2.0,2.0,9.25,0.0,13.25,0.0,4.0,0.0,0.0,4.0,20.337937500000002,0.0,0.0,127.075
51,1.36,1.0,48.0,-0.204228,1.0,48.0,-0.204228,0.0,4.9,14.0,115.44202693,1.4625,1268.0500000000002,684.4585,79.9,115.44202693,684.4585,139.9,1.8885,2.0,2.0,9.5,0.0,13.5,0.0,1.3,0.0,0.0,1.3,26.818249999985,0.2088,0.0,175.25
52,1.5,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.9,14.0,68.50405793,1.26,1469.85,398.711,78.9,68.50405793,398.711,123.45,1.9765000000000001,2.0,2.0,4.5,0.0,8.5,0.0,4.0,0.0,0.0,4.0,23.0261190476,0.8125,0.0,74.80000000000001
53,2.3,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.4000000000000004,14.0,46.074234860000004,1.145,1545.0,373.16100000000006,78.4,46.074234860000004,373.16100000000006,114.4,1.98,2.0,2.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,20.4761190476,0.8125,0.0,49.1
54,1.7,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.8,14.0,64.11223486,1.245,1492.2,423.89700000000005,78.8,64.11223486,423.89700000000005,122.4,1.968,2.0,2.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,22.637119047600002,0.8125,0.0,79.1
55,2.0,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.825,14.0,64.842544255,1.21625,1737.125,806.803,78.825,64.842544255,806.803,120.32499999999999,1.9600000000000002,2.0,2.0,8.25,0.0,12.25,0.0,4.0,0.0,0.0,4.0,20.1001875,0.0,0.0,143.175
56,1.81,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.8499999999999996,14.0,65.91108079,1.2174999999999998,1729.25,791.039,78.85,65.91108079,791.039,120.35,1.965,2.0,2.0,8.5,0.0,12.5,0.0,4.0,0.0,0.0,4.0,20.159625,0.0,0.0,139.15
57,1.9,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.7,14.0,59.72041179,1.23,1514.55,449.08299999999997,78.7,59.72041179,449.08299999999997,121.35,1.9595,2.0,2.0,3.5,0.0,7.5,0.0,4.0,0.0,0.0,4.0,22.2481190476,0.8125,0.0,83.4
58,1.93,2.0,51.0,-0.185623,2.0,51.0,-0.185623,0.0,4.55,14.000000000000002,99.46987118500002,1.41875,1679.4750000000001,775.5232500000001,79.55,99.46987118500002,775.5232500000001,136.05,1.86575,2.0,2.0,7.75,0.0,11.75,0.0,2.35,0.0,0.0,2.35,25.7300416666575,0.12760000000000002,0.0,183.125
59,1.8,2.0,51.0,-0.185623,2.0,51.0,-0.185623,0.0,4.6,14.0,101.75160772000001,1.4249999999999998,1620.7,762.514,79.6,101.75160772000001,762.514,136.6,1.8690000000000002,2.0,2.0,8.0,0.0,12.0,0.0,2.2,0.0,0.0,2.2,25.885499999990003,0.1392,0.0,181.99999999999997
60,2.35,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.3,14.0,41.80008872,1.1400000000000001,1576.5,436.217,78.3,41.80008872,436.217,114.30000000000001,1.96,2.0,2.0,3.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,20.238369047600003,0.8125,0.0,65.2
61,2.12,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.6,14.0,55.32858872,1.2149999999999999,1536.9,474.269,78.6,55.32858872,474.269,120.30000000000001,1.951,2.0,2.0,3.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,21.859119047600004,0.8125,0.0,87.69999999999999
62,2.12,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.75,14.0,61.63693465,1.2125,1760.75,854.095,78.75,61.63693465,854.095,120.25,1.945,2.0,2.0,7.5,0.0,11.5,0.0,4.0,0.0,0.0,4.0,19.921875,0.0,0.0,155.25
63,2.3,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.7,14.0,59.49986158,1.21,1776.5,885.623,78.7,59.49986158,885.623,120.2,1.935,2.0,2.0,7.0,0.0,11.0,0.0,4.0,0.0,0.0,4.0,19.803,0.0,0.0,163.3
64,2.4,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.2,14.0,37.525942580000006,1.135,1608.0,499.273,78.2,37.525942580000006,499.273,114.2,1.94,2.0,2.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,20.0006190476,0.8125,0.0,81.3
65,2.3,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.4,14.0,46.54494258,1.185,1581.6,524.641,78.4,46.54494258,524.641,118.2,1.934,2.0,2.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,21.081119047599998,0.8125,0.0,96.3
66,2.42,2.0,33.0,-0.197497,2.0,33.0,-0.197497,0.0,3.625,14.0,56.294251975,1.2062499999999998,1800.125,932.915,78.625,56.294251975,932.915,120.125,1.9200000000000002,2.0,2.0,6.25,0.0,10.25,0.0,4.0,0.0,0.0,4.0,19.6246875,0.0,0.0,175.375
67,2.3,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.3,14.0,42.153119509999996,1.17,1603.9499999999998,549.827,78.3,42.153119509999996,549.827,117.14999999999999,1.9255,2.0,2.0,1.5,0.0,5.5,0.0,4.0,0.0,0.0,4.0,20.692119047600002,0.8125,0.0,100.6
68,2.43,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.1,14.0,33.25179644000001,1.13,1639.5,562.3290000000001,78.1,33.25179644000001,562.3290000000001,114.10000000000001,1.9200000000000002,2.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,19.7628690476,0.8125,0.0,97.4
69,2.21,2.0,51.0,-0.185623,2.0,51.0,-0.185623,0.0,4.01,13.999999999999998,74.82711660700001,1.35125,2314.245,916.02315,79.01,74.82711660700001,916.02315,130.10999999999999,1.8306499999999999,2.0,2.0,5.05,0.0,9.049999999999999,0.0,3.9699999999999998,0.0,0.0,3.9699999999999998,24.051091666666498,0.00232,0.0,195.27499999999998
70,2.49,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.005,14.0,29.191357607,1.1252499999999999,1669.425,622.2322,78.005,29.191357607,622.2322,114.005,1.901,2.0,2.0,0.05,0.0,4.05,0.0,4.0,0.0,0.0,4.0,19.5370065476,0.8125,0.0,112.695
71,2.4,2.0,15.0,-0.20608,2.0,15.0,-0.20608,0.0,3.01,14.0,29.416832607,1.1265,1668.7649999999999,622.8664,78.00999999999999,29.416832607,622.8664,114.10499999999999,1.9008500000000002,2.0,2.0,0.05,0.0,4.05,0.0,4.0,0.0,0.0,4.0,19.5640190476,0.8125,0.0,113.07
72,0.0,2.0,13.0,-0.102545,2.0,13.0,-0.102545,0.0,3.090909090909091,12.272727272727273,29.15971690909091,1.259090909090909,2872.7272727272725,1047.0636363636365,70.54545454545455,29.15971690909091,1047.0636363636365,123.9090909090909,1.6118181818181818,2.0,0.9090909090909091,0.2727272727272727,0.0,3.1818181818181817,0.0,4.545454545454546,0.6363636363636364,0.0,5.181818181818182,16.164545454545454,0.0,0.0,225.36363636363637
73,0.0,1.0,44.0,-0.152834,1.0,44.0,-0.152834,0.0,3.4705882352941178,11.823529411764707,44.41411775294118,1.261764705882353,3175.764705882353,1327.2417647058824,69.0,44.41411775294118,1327.2417647058824,126.88235294117646,1.7488235294117647,1.7647058823529411,0.7647058823529411,1.6470588235294117,0.0,4.176470588235294,0.23529411764705882,3.823529411764706,0.7058823529411765,0.0,4.764705882352941,15.781176470588237,0.0,0.0,217.7058823529412
74,0.0,3.0,29.0,-0.202272,3.0,29.0,-0.202272,0.0,3.8181818181818183,14.090909090909092,65.30555247272727,1.2227272727272727,1902.909090909091,809.4772727272727,79.27272727272727,65.30555247272727,809.4772727272727,123.45454545454545,2.2018181818181817,1.7272727272727273,2.3636363636363638,8.181818181818182,0.0,12.272727272727273,0.2727272727272727,2.0,0.0,0.0,2.272727272727273,20.153636363636362,0.4358181818181819,0.0,109.9090909090909
